"V1","V2","V3","V4","V5"
0.460398086501484,0.460398086501484,0.460398086501484,0.460398086501484,0.460398086501484
0.432629705126066,0.432629705126066,0.432629705126066,0.432629705126066,0.432629705126066
0.241930119955518,0.241930119955518,0.241930119955518,0.241930119955518,0.241930119955518
0.47416032912465,0.47416032912465,0.47416032912465,0.47416032912465,0.47416032912465
0.38965705017733,0.38965705017733,0.38965705017733,0.38965705017733,0.38965705017733
0.541103307608042,0.541103307608042,0.541103307608042,0.541103307608042,0.541103307608042
0.470571617569292,0.470571617569292,0.470571617569292,0.470571617569292,0.470571617569292
0.492538059348677,0.492538059348677,0.492538059348677,0.492538059348677,0.492538059348677
0.471701452762689,0.471701452762689,0.471701452762689,0.471701452762689,0.471701452762689
0.480256568850892,0.480256568850892,0.480256568850892,0.480256568850892,0.480256568850892
0.454496278109042,0.454496278109042,0.454496278109042,0.454496278109042,0.454496278109042
0.447745906349667,0.447745906349667,0.447745906349667,0.447745906349667,0.447745906349667
0.475445056423593,0.475445056423593,0.475445056423593,0.475445056423593,0.475445056423593
0.498109101490535,0.498109101490535,0.498109101490535,0.498109101490535,0.498109101490535
0.467252625674338,0.467252625674338,0.467252625674338,0.467252625674338,0.467252625674338
0.45424134439979,0.45424134439979,0.45424134439979,0.45424134439979,0.45424134439979
0.409282838792141,0.409282838792141,0.409282838792141,0.409282838792141,0.409282838792141
0.49637879000882,0.49637879000882,0.49637879000882,0.49637879000882,0.49637879000882
0.462901237945377,0.462901237945377,0.462901237945377,0.462901237945377,0.462901237945377
0.315717516840845,0.315717516840845,0.315717516840845,0.315717516840845,0.315717516840845
