"Dataset","Type","Student","Intercept","Slope"
"ds605","Student","Stu_00370c98955da329f252be47580a66e2","0.00314909526679166","-0.000118764438475993"
"ds605","Student","Stu_01dcbf5e3dac0f5e364f2915866375eb","0.0031069464905164","-0.00011942783086637"
"ds605","Student","Stu_02a1f79bd169c8455bb60702980bd05f","0.00593317172092246","-0.000216397044377328"
"ds605","Student","Stu_0476cd4217fabde85c42b4e0e7b39811","0.00442400448325002","-0.000166543403159288"
"ds605","Student","Stu_09ae6b3c18f44c0f43083f10bd80478e","-0.00674677864307271","0.00022695254028336"
"ds605","Student","Stu_0a3ad3f1b2de5b999d0b6719341d663f","0.00168727001065116","-6.29088702518854e-05"
"ds605","Student","Stu_0be57bebea82fd7d20f96f5ab84df34d","0.00484344234707667","-0.000190011251518736"
"ds605","Student","Stu_0c29b8061820469aa6134f951ff8e47c","0.00298689292546104","-0.000118444470855853"
"ds605","Student","Stu_0e3463e4367483c9b587ec9c3328e34e","0.00484340718183008","-0.000190003932336515"
"ds605","Student","Stu_108cc2c42bc57c48bad59a1408d50744","0.00127356162523053","-2.31143480911002e-05"
"ds605","Student","Stu_11246d3f4f594a791b72674eeef9d7f8","-0.00108223713023729","2.87343450748248e-05"
"ds605","Student","Stu_16bd11fa251e3a5acb77b6ec8f751ceb","0.00531749605963573","-0.000207454003190671"
"ds605","Student","Stu_16e393d41d5be8f67edda4a79eaac44a","-0.00495653528280266","0.000196237420421177"
"ds605","Student","Stu_18b6aa19459e53b179e55bd1642dffc8","-0.00879788349994248","0.000231573900276049"
"ds605","Student","Stu_1b0ae3bda59dec3b4270e75302472471","0.0022488912663889","-8.91243949726309e-05"
"ds605","Student","Stu_1b298c7fc8f1dc33332c6caf27d0922e","-0.00189256164431622","3.2901009786411e-05"
"ds605","Student","Stu_1b7e8dadeab56a3498223e9c8e09e174","0.00593647068695149","-0.000187464702746504"
"ds605","Student","Stu_1f6f8ef4542691ff124ffa2ce9258703","-0.0104276250933933","0.000305252617547892"
"ds605","Student","Stu_21671bb186a5004315f76620a4061647","0.00198870760984327","-9.44720451229875e-05"
"ds605","Student","Stu_221c09d59b42af753ca32af4406ee0a5","0.00378922153307751","-0.000148139676187"
"ds605","Student","Stu_22334e7d7bd1c77bb5ebee7eb31f50bb","0.00137929962793786","-2.78126423455223e-05"
"ds605","Student","Stu_24189f526266332e6fb6c44a2e223f67","-0.00229169980519769","0.000171921129914968"
"ds605","Student","Stu_25c89ec93adcbd96afb11531a44d2fa5","0.00319697229603814","-0.00012449617794766"
"ds605","Student","Stu_27c16b238b5b71d7a937255d3579a8c4","-0.00998036367806221","0.000374032582083184"
"ds605","Student","Stu_28aa627b70b850c35f7ff98a70dca134","-0.00215646404036111","5.94269427597036e-05"
"ds605","Student","Stu_2a0e8c0f94edf79bbd189676593870ca","0.00213896789544259","-6.09571117918355e-05"
"ds605","Student","Stu_2a7fe12d6a2b81e3ee2c8ba448fe2576","0.00552194863431557","-0.000223856675458745"
"ds605","Student","Stu_2e1738f6ea8e06092267cc06153f290e","0.000816906076331609","-3.98119599044494e-05"
"ds605","Student","Stu_35e5b3ed0858e9e796735b0618c0c3cf","0.00484366498548723","-0.000189980968475793"
"ds605","Student","Stu_3b07f0b85551ff684dbf4f6a5adaeada","-0.0122507573786104","0.000479253686175756"
"ds605","Student","Stu_3be0ee163a923c1837c04185f6096898","0.00484370527705055","-0.000189993956544509"
"ds605","Student","Stu_3da3e2cfa3e421402b3ac5c1a7a3bf9f","0.00484340200500782","-0.000190029658476509"
"ds605","Student","Stu_3ef0ef49a5f9a0146de2cb0f3f0afe37","0.00196042295105504","-7.84505305065597e-05"
"ds605","Student","Stu_4688fb9d575207f6e485ea10f85f186e","-0.00192989853088589","6.07981173796868e-05"
"ds605","Student","Stu_4711285dd46784c16840b61244a58868","0.00225374560400097","-8.90052190515545e-05"
"ds605","Student","Stu_4ce6ec5c86bc7a7429d9d1c5eb1e8a31","0.00135788783308672","-6.3833084518954e-05"
"ds605","Student","Stu_4d2bfa6c47c0a6ff7c6eedc24b818438","0.00243938326809806","-6.60708919465417e-05"
"ds605","Student","Stu_542f03e9dc139d5d35fe8967b1dc0aa7","0.00139681501248396","-5.63431602239488e-05"
"ds605","Student","Stu_546f9bf4d4a624ec219129206ce76bdc","0.00754540704576784","-0.000254549165416538"
"ds605","Student","Stu_577971084cb234c13c8b0e3a75bed140","0.000733071201671533","2.18701969887109e-05"
"ds605","Student","Stu_5f38c7d698f9f1298627d7946dd59a95","0.00770484943298298","-0.000300470567711463"
"ds605","Student","Stu_5fa6e2555099a536a2908b38b4cffc65","-0.00129545766384022","5.75281608331224e-05"
"ds605","Student","Stu_618eeb135d67b3b159975a60d766172e","-0.00832008985213047","0.000324134960713653"
"ds605","Student","Stu_62c851e78871409a3f91943784265e5e","0.00237331696246427","-5.42257570184217e-05"
"ds605","Student","Stu_6313f5d48166940f9a3c895397dc8450","0.00382281878469789","-0.000149019900439276"
"ds605","Student","Stu_641303d8df4efcd09bc3058f055dacd9","-0.00528782536414761","0.000134153491727821"
"ds605","Student","Stu_74519f5061848a6de4ad17d967ff96bb","-0.00375384397537909","0.000138987712370798"
"ds605","Student","Stu_7552f32813ebbf9d42eb2d5056c5a5a1","0.00434654240283633","-0.000169535646715439"
"ds605","Student","Stu_76783213d06c329ff4509d67d9540783","-0.0030959914707377","0.000162645767074573"
"ds605","Student","Stu_76b3b4e6694ecbc31523be09bc25a90c","-0.00601814187141743","0.000199094503579466"
"ds605","Student","Stu_79e424a9884385b0c3e29054105a3878","0.00167029413596511","-6.44261692189173e-05"
"ds605","Student","Stu_7e127d26cddb41131bd42198313b5cfd","0.00558952285845213","-0.000219128964023743"
