"V1","V2","V3","V4","V5"
0.517186531702024,0.517777819184318,0.517195112836121,0.516528110408207,0.517890096588634
0.503384987278923,0.502861379261064,0.503329944891152,0.503317843170618,0.503677462522816
0.501303558810991,0.500883729379868,0.501016859927161,0.500770513749256,0.50179590071253
0.533290147197252,0.533937689727827,0.53473599355606,0.534748514990649,0.533796031493725
0.520573834392992,0.51976592092539,0.520556847759447,0.520196520068474,0.519037796630817
0.507636323707951,0.506805167766022,0.507315766720783,0.50760014460271,0.507135373794228
0.501431909382984,0.500886242029702,0.5021604852056,0.500415227915685,0.501398455083904
0.529729866866505,0.528131146562499,0.52905749540142,0.528254710375606,0.530035475677677
0.672598109377229,0.672618676986956,0.675433373638466,0.674489857178729,0.674499080738979
0.445507889827204,0.450385954361954,0.445707861530736,0.45484239486193,0.445971095392651
0.516382115088161,0.51297339431122,0.518452426490871,0.510610214387183,0.511388556450638
0.498691680013136,0.498073585923078,0.497478776258485,0.500131531988644,0.499570611166971
0.408656327655037,0.406214022479887,0.407758675060398,0.41059556183521,0.408910580288913
0.55650254462537,0.561053224630279,0.569831100888617,0.56761528793543,0.571086293449157
0.253731996536699,0.251308805868395,0.245163815313989,0.251713067221705,0.252102558029785
0.432398194837687,0.432512962240003,0.432122974608349,0.432393552581014,0.432208680748108
0.44751154482725,0.447008884151236,0.445713721635276,0.44785012494016,0.444511265270488
0.556628956871397,0.556190859562472,0.557793029827232,0.556894580710745,0.558225010326413
0.357504589731205,0.358163955365126,0.351297177982125,0.362839743433883,0.367114534324443
0.303546738538221,0.304891954028351,0.304139345421137,0.306190649199793,0.30417554216483
0.468692419931335,0.473318583033682,0.473541102148143,0.472790849618019,0.471104484143145
0.57109207259902,0.57133521411183,0.571150379841606,0.570989974224644,0.569788973231297
0.438709109625986,0.431791716490914,0.431601227320267,0.427578669599907,0.433781168694889
0.574727708534143,0.57188106567503,0.573723661742854,0.571122451773302,0.571726713737924
0.454587036917164,0.454969646017859,0.454458944769854,0.454309623977335,0.454867293174628
0.574127019854344,0.56876737023621,0.572721032334334,0.573267230198393,0.57274680387481
0.532589953049568,0.531990719246483,0.533635201438785,0.536725631075371,0.53206658757211
0.509036160248284,0.509579062963693,0.507298092370561,0.508255161497836,0.509465514849318
