"Dataset","Type","KC","Intercept","Slope"
"ds1935","KC","all","0.0799604123529255","-4.82551861195983e-07"
"ds1935","KC","all*arithmetic_fractions_add_steps","-0.309097730089906","1.86536913151475e-06"
"ds1935","KC","all*arithmetic_fractions_multiply_divide_steps","1.10218056107139","-6.65153249549962e-06"
"ds1935","KC","all*arithmetic_operations_add","0.661916000910839","-3.99458668103331e-06"
"ds1935","KC","all*arithmetic_operations_add_identify","-1.16886422491848","7.05396071158674e-06"
"ds1935","KC","all*arithmetic_operations_add_identify*arithmetic_operations_add","0.486591590386027","-2.93652409578275e-06"
"ds1935","KC","all*arithmetic_operations_negative_divide","1.19823747025797","-7.23122485756657e-06"
"ds1935","KC","all*data_determine_median","-0.82728629568971","4.9925773264524e-06"
"ds1935","KC","all*data_identify_LOSKILL","1.61433810476573","-9.74234416921183e-06"
"ds1935","KC","all*data_steps_graphSKILL","-1.38375841646699","8.35082235900104e-06"
"ds1935","KC","all*measurements_metric_conv_LO_prefixes","-0.698907764150438","4.21782770337074e-06"
"ds1935","KC","all*measurements_tools_time","1.075638246145","-6.49135268787619e-06"
"ds1935","KC","all*problem_solve_LO_carry_out_plan","-1.03198266582221","6.22789629843971e-06"
"ds1935","KC","all*problem_solve_LO_carry_out_plan*measurements_english_conv_LO_DA","-3.73954103056701","2.25676985800691e-05"
"ds1935","KC","all*problem_solve_LO_evaluate","2.40098074309563","-1.44896417137364e-05"
"ds1935","KC","all*problem_solve_LO_make_plan","-1.90059932448296","1.14698975959386e-05"
"ds1935","KC","all*problem_solve_LO_strategies","2.44053643906811","-1.47283557742414e-05"
"ds99","KC","all","-0.286989779601978","-7.48385291384613e-06"
"ds99","KC","all*Angle-Addition-Subtraction-Reason","-0.20952428391573","9.25816056047524e-06"
"ds99","KC","all*Angle-Addition-Subtraction-Reason*Concat-Original-noAnswReas-Angle-Addition","-0.306392995814075","2.57745016893831e-06"
"ds99","KC","all*Angle-Addition-Subtraction-Reason*Concat-Original-noAnswReas-Angle-Addition-Three-Angles","1.18939876867761","3.58784014297947e-06"
"ds99","KC","all*Answer","-0.474671074399593","-1.00635995956812e-06"
"ds99","KC","all*Answer*Angle-Addition-Subtraction-Answer","-0.867918814872996","-7.7619971493053e-06"
"ds99","KC","all*Answer*Angle-Addition-Subtraction-Answer*Angle-Addition-Three-Angles","-0.460314415690522","-2.00685073010795e-07"
"ds99","KC","all*Answer*Angle-Addition-Subtraction-Answer*Concat-Original-noAnswReas-Angle-Addition","-0.434621875357116","-1.68900087645965e-05"
"ds99","KC","all*Answer*Concat-Geom-config-tri-ang-Right-Angle-Answer","0.533631598455406","3.92074553243077e-06"
"ds99","KC","all*Answer*Multiplicative-Relation-Answer","-0.987086782600434","1.22086519593249e-06"
"ds99","KC","all*Answer*relations","0.427499434708154","-1.57487279564285e-06"
"ds99","KC","all*Answer*same-as-given","-0.432743787147633","-3.63822155616602e-06"
"ds99","KC","all*Answer*same-as-given*subtract-from-180","-0.241618131461871","-3.27155371025618e-06"
"ds99","KC","all*Answer*Separate-Complementary-Angles","-1.35193839855021","-4.35459318987827e-06"
"ds99","KC","all*Answer*Supplementary-Angles","-0.545744575969654","4.88921074446132e-07"
"ds99","KC","all*Answer*Vertical-Angles-Answer","0.0773110381974902","-3.47455343303165e-06"
"ds99","KC","all*Answer*Vertical-Angles-Answer*Linear-Pair-Of-Angles_Vertical-Angles","1.67742320443477","5.95807352008342e-06"
"ds99","KC","all*complex-arithmetic","0.245519710230423","-7.25540096840968e-07"
"ds99","KC","all*Concat-geom-config-angles","-0.443832509250601","-3.33257524124969e-06"
"ds99","KC","all*Concat-geom-config-angles*subtract-from-90","-0.285006980336043","-1.79288056799163e-06"
"ds99","KC","all*Concat-geom-config-parallel-lines","-1.18889974933816","2.93297450831631e-07"
"ds99","KC","all*Concat-geom-config-parallel-lines*Alternate-Exterior-Angles-Parallel-Lines-Answer","-0.117918817221572","-1.69420188671118e-06"
"ds99","KC","all*Concat-geom-config-parallel-lines*Alternate-Exterior-Angles-Parallel-Lines-Reason","-0.678933886551733","-1.60521517378921e-06"
"ds99","KC","all*Concat-geom-config-parallel-lines*Corresponding-Angles-Parallel-Lines-Answer","-0.409436602357461","-3.4892357322479e-06"
"ds99","KC","all*Concat-Geom-config-tri-ang-Vertical-Angles-Reason","-0.172416603280202","5.06237717142887e-07"
"ds99","KC","all*Exterior-Angle-Of-Triangle-Reason","-0.663484969165245","-6.87580014750551e-06"
"ds99","KC","all*given","2.06306124938895","1.38827543566506e-05"
"ds99","KC","all*given*Answer","1.45171975363423","8.21947238040002e-06"
"ds99","KC","all*Isosceles-Triangle-Base-Base-Angle","-0.283549068894114","2.85913178939612e-06"
"ds99","KC","all*Isosceles-Triangle-Base-Base-Angle*complex-arithmetic","0.73610208855095","3.86203417632266e-06"
"ds99","KC","all*Isosceles-Triangle-Base-Base-Angle*Concat-Original-Isosceles-Triangle-Base-Base-Angle-Answer","1.202480637729","2.26651417582943e-06"
"ds99","KC","all*Linear-Pair-Of-Angles","1.13216286505062","4.84776755003708e-06"
"ds99","KC","all*Linear-Pair-Of-Angles*Concat-geom-config-angles","-0.281309377291143","7.94040152402248e-06"
"ds99","KC","all*Linear-Pair-Of-Angles*Triangle-Sum-Reason","-0.397090812162436","-8.92470838394324e-07"
"ds99","KC","all*relations","0.247640436432606","4.39348664169569e-06"
"ds99","KC","all*relations*add-subtract","-0.638566447175365","-7.06042050251004e-06"
"ds99","KC","all*Separate-Complementary-Angles","-0.182097740164092","5.95257685763558e-07"
"ds99","KC","all*Supplementary-Angles-Reason","-0.106443356813519","5.20287350725461e-06"
"ds99","KC","all*Triangle-Sum-Reason","0.239450834881617","-1.14512316133051e-05"
"ds99","KC","all*Triangle-Sum-Reason*complex-arithmetic","1.18530298060712","4.81690314798104e-06"
"ds115","KC","response_above","1.20484347813431","-0.430481774259755"
"ds115","KC","response_abroad","1.40397859442046","-0.238159867454378"
"ds115","KC","response_address","0.54302812822054","-0.20563721899913"
"ds115","KC","response_again","0.779872451692717","-0.210113203344622"
"ds115","KC","response_ai4","0.106206850160171","0.0255327570388194"
"ds115","KC","response_airport","1.61744812506724","-0.38502725093128"
"ds115","KC","response_all","0.778719369909467","-0.0395337035771792"
"ds115","KC","response_bai3","0.673525154578472","-0.0796982537238486"
"ds115","KC","response_ban4","0.416935161037968","-0.049757628374469"
"ds115","KC","response_basketball","1.91437383415262","-0.56546843842729"
"ds115","KC","response_beautiful","2.26025610655025","-0.478108777861575"
"ds115","KC","response_before","0.868977219269795","-0.251012063313194"
"ds115","KC","response_bei1","-0.233791939778914","0.122148178605901"
"ds115","KC","response_bi3jiao4","-3.10673017853438","0.586369932969875"
"ds115","KC","response_bi4ye4","-1.0487032125054","0.254545429874374"
"ds115","KC","response_big","1.52188033251537","-0.230594433737451"
"ds115","KC","response_birthday","1.00748046532244","-0.134334474115028"
"ds115","KC","response_book","1.51440270561752","-0.236923982364671"
"ds115","KC","response_boss","1.84639427403553","-0.382731937664142"
"ds115","KC","response_bottle","0.910236456594615","-0.073256209784218"
"ds115","KC","response_busy","1.62327591646883","-0.353660170263242"
"ds115","KC","response_cai4","-0.370136463535635","0.0744759200073564"
"ds115","KC","response_cake","1.46849581890974","-0.476135052592123"
"ds115","KC","response_car","2.2843245949201","-0.457036094125729"
"ds115","KC","response_chang2","-0.0724813415466071","-0.0700812719476732"
"ds115","KC","response_che1","0.705132895302881","-0.155483491002961"
"ds115","KC","response_chen4shan1","-2.01412045350412","0.400489478689067"
"ds115","KC","response_cheng2shi4","-2.73605190118643","0.493145888794393"
"ds115","KC","response_chi1","-0.236999482760566","0.0058827321205979"
"ds115","KC","response_chu2fang2","-0.991475313761325","0.14820612518352"
"ds115","KC","response_city","1.50473739775269","-0.451441901245885"
"ds115","KC","response_coach","1.19885122835458","-0.224785456478358"
"ds115","KC","response_cola","1.98955248872748","-0.404990904004771"
"ds115","KC","response_cold","1.37716080054687","-0.177638922244516"
"ds115","KC","response_college","1.67915661975681","-0.450792455259103"
"ds115","KC","response_comfortable","1.00070693455956","-0.194664313869947"
"ds115","KC","response_company","1.29504478712659","-0.284151310777381"
"ds115","KC","response_computer","1.51121787058689","-0.253860766186074"
"ds115","KC","response_correct","0.763461843742126","-0.265744814783579"
"ds115","KC","response_country","1.45044567784416","-0.459210174873441"
"ds115","KC","response_cup","1.53554036164846","-0.175825002170322"
"ds115","KC","response_da4","0.749756951666262","-0.106697179668487"
"ds115","KC","response_da4xue2","-1.92905426163116","0.39486575595756"
"ds115","KC","response_dan4gao1","-1.03350920424727","0.137543870710052"
"ds115","KC","response_day","1.10958117980594","-0.269291471341628"
"ds115","KC","response_di4tu2","-1.85944216377721","0.401050588237397"
"ds115","KC","response_di4zhi3","-3.32459443238917","0.604613486645714"
"ds115","KC","response_dian4hua4","-2.02462561764228","0.413388023138618"
"ds115","KC","response_dian4nao3","-1.82871499115012","0.36962643582914"
"ds115","KC","response_dian4ying3","-2.53049409923238","0.485942884968344"
"ds115","KC","response_dian4yuan2","-2.28469129303422","0.475327861147621"
"ds115","KC","response_difficult","1.90690690620437","-0.390196018469367"
"ds115","KC","response_dish","0.74493526325448","-0.21023654385625"
"ds115","KC","response_doctor","2.16912618990261","-0.450337925139047"
"ds115","KC","response_dog","3.17803119351676","-0.618439020496715"
"ds115","KC","response_dou1","-1.00407111901687","0.218638460887019"
"ds115","KC","response_dui4","-1.56706641269676","0.31851127262546"
"ds115","KC","response_e4","0.567336925644735","-0.135926954844186"
"ds115","KC","response_engineering","1.74803389029275","-0.360298387814428"
"ds115","KC","response_fang2jian1","-1.99161380217702","0.464776860181295"
"ds115","KC","response_fang2zu1","-2.1258788032718","0.396766145251775"
"ds115","KC","response_fast","1.21381409132204","-0.196877860168859"
"ds115","KC","response_father","4.12472495608615","-0.811026625570159"
"ds115","KC","response_few","1.00488950559212","-0.334323145041038"
"ds115","KC","response_four","1.91492674301705","-0.390663131526863"
"ds115","KC","response_friend","1.81848300956483","-0.499837086743942"
"ds115","KC","response_gong1cheng2","-1.64872206816569","0.282350521544245"
"ds115","KC","response_gong1ke4","-2.10417636018674","0.460536262651001"
"ds115","KC","response_gong1si1","-1.29353623211164","0.269820409632423"
"ds115","KC","response_gong1yuan2","-2.43418117056716","0.460323865738155"
"ds115","KC","response_gong1zuo4","-2.06226769004227","0.42568194432997"
"ds115","KC","response_good","1.15235400065075","-0.146610632145147"
"ds115","KC","response_gou3","-0.103792210300219","-0.041677814913146"
"ds115","KC","response_guo2","0.393953876963802","-0.0854230242262898"
"ds115","KC","response_guo2wai4","-1.44091504380546","0.344051024623408"
"ds115","KC","response_hai3bian1","-1.75774009299606","0.340624435348765"
"ds115","KC","response_half","1.11175064243529","-0.336515699162755"
"ds115","KC","response_hao3","0.000233239865597885","0.0567847440061361"
