"V1","V2","V3","V4","V5"
0.560203237404369,0.559504714811122,0.563265703706259,0.562236230546516,0.561161835566902
0.463267773413725,0.461833474925051,0.458922565457765,0.459289819411404,0.460929534138331
0.445988330311877,0.449239599682379,0.444874923037399,0.446826654541649,0.448558484840078
0.509822910587444,0.509754631501009,0.511503914274896,0.513261558786182,0.507436504216474
0.231134157058069,0.232957437934322,0.229499084476982,0.240444644143908,0.237639603813994
0.51240522360335,0.512662955009805,0.510813925831174,0.513112704877968,0.511897736329395
0.499676776151523,0.502457931082433,0.504124505450013,0.500941258015757,0.504806279520481
0.345751685663841,0.34552289101727,0.345452439416056,0.348360778326147,0.345075724613921
0.502170705924685,0.502418836276397,0.500904829209824,0.500767959114229,0.501278718135247
0.518296778071817,0.518866837172708,0.516677855527161,0.519067483506383,0.517534538516291
0.472171532945506,0.476094921778178,0.472910702921557,0.468772393484922,0.473016450205432
0.474308183924189,0.476143895560719,0.473787583734969,0.47429478971716,0.475248995066045
0.526112507595098,0.526628137788259,0.526328478300071,0.525744159033793,0.526357751005968
0.555688331905793,0.555855779462811,0.556148368084386,0.556583564523171,0.556456737409355
0.57593181174654,0.575828792468537,0.570374978678549,0.578544218359839,0.578774440853112
0.453337973805457,0.454506515954432,0.453516523214397,0.45457537027852,0.454029680590494
0.570685459170378,0.560374975070308,0.55496792172847,0.558366391695118,0.562060082941091
0.497380013495886,0.496708392522494,0.496624973649773,0.49723310188885,0.497462906810443
0.385369754051164,0.386153538775431,0.387539226816416,0.384360072286965,0.389647549937389
0.468548641440812,0.471082487946529,0.468583771951363,0.467945543244727,0.467389604162902
0.558007185356124,0.558575179374706,0.557898242969286,0.555924502811747,0.559717509587579
0.421095032722685,0.417839172745514,0.418086528701669,0.42082436968483,0.409437719758916
